id,album,artist,title,2024-09-29
1,"Bravely Default","Revo","Conflict's Chime",1018
10,"Bravely Default","Revo","The Fascinating Flower Country",
100,"Banjo-Kazooie: Nuts & Bolts","David Clynick","Testing Times",
1000,"Darkstalkers 2: Vampire Hunter","ANARCHY TAKAPON, Hideki O.K, Akari Kaida","Demitri Stage (Romania)",
10000,"CADENZA -Gyakuten Saiban 1-","Magical Trick Society","Mayoi Ayasato ~ Turnabout Sisters Theme 2001",
10001,"CADENZA -Gyakuten Saiban 1-","Magical Trick Society","Ryuichi Naruhodo ~ Objection! 2001",
10002,"CADENZA -Gyakuten Saiban 1-","Magical Trick Society","Investigation ~ Core 2001",
10004,"CADENZA -Gyakuten Saiban 1-","Magical Trick Society","Victory! ~ The First Victory",
10006,"CADENZA -Gyakuten Saiban 1-","Magical Trick Society","Pressing Pursuit ~ Cornered",
10008,"Over the Sky -Final Fantasy XII-","Magical Trick Society","The Royal City of Rabanastre / Town Ward Upper Stratum",
10009,"Over the Sky -Final Fantasy XII-","Magical Trick Society","Desperate Fight",
1001,"Darkstalkers 2: Vampire Hunter","ANARCHY TAKAPON, Hideki O.K, Akari Kaida","Gallon Stage (England)",
10010,"Over the Sky -Final Fantasy XII-","Magical Trick Society","Giza Plains",991
10011,"Over the Sky -Final Fantasy XII-","Magical Trick Society","Penelo's Theme",991
10012,"Over the Sky -Final Fantasy XII-","Magical Trick Society","The Dalmasca Estersand",
10013,"Over the Sky -Final Fantasy XII-","Magical Trick Society","Clash on the Big Bridge ~FFXII Version~",
10014,"Over the Sky -Final Fantasy XII-","Magical Trick Society","Clash of Swords",
10015,"Live at Symphony Hall","Video Game Orchestra","Vampire Killer (Castlevania)",
10016,"Live at Symphony Hall","Video Game Orchestra","Chrono Trigger",
10017,"Live at Symphony Hall","Video Game Orchestra","Sakimoto Medley (Final Fantasy Tactics)",
10018,"Live at Symphony Hall","Video Game Orchestra","Theme of World Warriors (Street Fighter 2)",
1002,"Darkstalkers 2: Vampire Hunter","ANARCHY TAKAPON, Hideki O.K, Akari Kaida","Bishamon Stage (Japan)",
10020,"Live at Symphony Hall","Video Game Orchestra","The End of the World (Grandia)",
10022,"Live at Symphony Hall","Video Game Orchestra","Snake Eater (Metal Gear Solid 3)",
10023,"Live at Symphony Hall","Video Game Orchestra","Theme of Grandia (Grandia)",
10025,"Live at Symphony Hall","Video Game Orchestra","God of War",
10026,"Passion","Eminence","Ferris Wheel",
10027,"Passion","Eminence","Mai",
10028,"Passion","Eminence","Dream of the Shore - Bordering Another World",
10029,"Passion","Eminence","Free Bird",
10030,"Passion","Eminence","Is Kirite Burning Up",
10031,"Passion","Eminence","Time's Scar",991
10032,"Passion","Eminence","Sailing to the World",
10033,"Passion","Eminence","The Sunlit Earth",
10034,"Passion","Eminence","Sakura",
10035,"Passion","Eminence","Pain",
10036,"Passion","Eminence","Radical Dreamers",
10037,"Nemesis","Peter W","Nemesis (The Arcade Remix)",
10038,"Final Fantasy Adventure","Compyfox","Mission of Mana",
10039,"Metroid Prime","Villainelle","Jackson Break",
1004,"Darkstalkers 2: Vampire Hunter","ANARCHY TAKAPON, Hideki O.K, Akari Kaida","Lei-lei Ending",
10040,"Metroid Prime","Meteo Xavier","I, Samus (Godwave)",
10042,"Classic Video Game Music","Seattle Jazz Composers Ensemble","Guile",
10043,"Classic Video Game Music","Seattle Jazz Composers Ensemble","Vega (Main Theme)",
10046,"Classic Video Game Music","Seattle Jazz Composers Ensemble","Super Mario Bros. 3",
10048,"Classic Video Game Music","Seattle Jazz Composers Ensemble","Super Mario Bros.",
1005,"Darkstalkers 2: Vampire Hunter","ANARCHY TAKAPON, Hideki O.K, Akari Kaida","Zabel Stage (Australia)",
10050,"Kingdom Hearts Destiny","Bak.R","Riku (Orchestral)",
10051,"Kingdom Hearts Destiny","Bak.R","Scythe Of Petals (Orchestral)",
10052,"Kingdom Hearts Destiny","Bak.R","Roxas (Orchestral)",
10053,"Kingdom Hearts Destiny","Bak.R","The Lord Of The Castle (Orchestral)",
10054,"Kingdom Hearts Destiny","Bak.R","Fate Of The Unknown (Orchestral)",
10055,"Kingdom Hearts Destiny","Bak.R","The Other Promise (Orchestral)",
10056,"Kingdom Hearts Destiny","Bak.R","Dearly Beloved (Orchestral)",
10057,"Kingdom Hearts Destiny","Bak.R","Destati (Orchestral)",
10058,"Kingdom Hearts Destiny","Bak.R","Dance Of The Darling (Orchestral)",
10059,"Kingdom Hearts Destiny","Bak.R","Xion Theme (Orchestral)",
1006,"Darkstalkers 3: Vampire Savior","ANARCHY TAKAPON, Masato Kouda","Red Thirst",
10060,"Kingdom Hearts Destiny","Bak.R","Rage Awakened (Orchestral)",
10061,"Kingdom Hearts Destiny","Bak.R","Another Side (Orchestral)",
10063,"Star Ocean: The Second Story","EgM","Cuddle Remix",
10066,"From 8 To Infinity","Zubareus","Batman: Return of The Joker",
10067,"From 8 To Infinity","Zubareus","Journey To Silius",991
10068,"From 8 To Infinity","Zubareus","TMNT 3",
1007,"Darkstalkers 3: Vampire Savior","ANARCHY TAKAPON, Masato Kouda","Green Screams",
10070,"From 8 To Infinity","Zubareus","Alien 3 (intro)",991
10071,"From 8 To Infinity","Zubareus","Silver Surfer",
10072,"From 8 To Infinity","Zubareus","Dr. Mario",
10073,"From 8 To Infinity","Zubareus","Robocop 3",
10075,"Zero Wing","CarboHydroM","Open Future",
10076,"Shadow of the Beast","Traxer","Shadow of the Beast (hymn intro mix)",
10077,"Shadow of the Beast","daXX","Title Orchestra Remix",
10078,"Batman: Revenge of the Joker","Manuel Mora","Stage 1",
10079,"Teenage Mutant Ninja Turtles IV: Turtles in Time","Cyan","Infiltrating The Fortress",
1008,"Darkstalkers 3: Vampire Savior","ANARCHY TAKAPON, Masato Kouda","Vanity Paradise",
10080,"Gyruss","Temp Sound Solutions, housethegrate","Tocatta and Fuga in D Minor",
10083,"Rygar","Rex Banter Project","To the Cave",
10084,"Nostalgic Pleasure","Thunderclash","The Warrior's Code (Street Fighter 2 & Punch-Out)",
10085,"Nostalgic Pleasure","Thunderclash","Dark Lord Bowser (Super Mario Series)",
10086,"Nostalgic Pleasure","Thunderclash","Mega Medley (Mega Man X)",
10087,"Nostalgic Pleasure","Thunderclash","Agahnim's Return, A Tribute to the Past (The Legend of Zelda)",
10088,"Nostalgic Pleasure","Thunderclash","Raising Spirit (Punch-Out)",
10089,"Nostalgic Pleasure","Thunderclash","The Pink Block (Tetris & Kirby's Dreamland)",
10090,"Nostalgic Pleasure","Thunderclash","He Wants To Suck Your... (Castlevania Series)",
10091,"Nostalgic Pleasure","Thunderclash","Mega Men (Mega Man 2)",
10093,"Thunder Force V","CarboHydroM","Far Beyond Heavens",
10096,"Castlevania: Portrait of Ruin","Manuel Mora","The Gears Go Awry",
10098,"Gamer Symphony Orchestra Spring 2010","University of Maryland Gamer Symphony Orchestra","Coronation/Baba Yetu",
10099,"Gamer Symphony Orchestra Spring 2010","University of Maryland Gamer Symphony Orchestra","Groove",
1010,"Jet Moto","Chuck E. Myers","Cliffdiver",
10100,"Gamer Symphony Orchestra Spring 2010","University of Maryland Gamer Symphony Orchestra","Hall of Champions",
10102,"Gamer Symphony Orchestra Spring 2010","University of Maryland Gamer Symphony Orchestra","Gusty Garden Galaxy",
10103,"Derris-Kharlan - Live","Derris-Kharlan","Shiva",
10104,"Derris-Kharlan - Live","Derris-Kharlan","Luna",
10105,"Derris-Kharlan - Live","Derris-Kharlan","Mother Bee",
10106,"Derris-Kharlan - Live","Derris-Kharlan","Tempest",
10108,"Derris-Kharlan - Live","Derris-Kharlan","Oasis",
10112,"Super Aleste","CarboHydroM","Starshine On The Rocks",991
10113,"Pokémon Black/White","Pokémon Reorchestrated","Black and White",
10114,"Made of Metal","Viking Guitar","One Must Fall 2097 - OMFG!",
10115,"Made of Metal","Viking Guitar","Cave Story - Penultimate",
10116,"Made of Metal","Viking Guitar","Cave Story - Of Rabbits and Robots",1018
10117,"Made of Metal","Viking Guitar","Cave Story - From the Earth to the Moon",
10118,"Made of Metal","Viking Guitar","Cave Story - Fields of Awesome",
10119,"Made of Metal","Viking Guitar","Terminator 2 - Made of Metal",
1012,"Jet Moto","Chuck E. Myers","Blackwater Falls Suicide Swamp",991
10120,"Life Force","CarboHydroM","Desperate Chase",1018
10121,"It's Not Over Yet!","Repliforce","Infinite Rays of Light",
10124,"It's Not Over Yet!","Repliforce","Chaotic Flames",
10125,"It's Not Over Yet!","Repliforce","Dangerously Obsessive",
10126,"It's Not Over Yet!","Repliforce","Into the Skies Above",991
10127,"It's Not Over Yet!","Repliforce","Hunter's Determination",
10128,"Space Quest III: The Pirates of Pestulon","Disturbed","Piano Remix",
1013,"Jet Moto","Chuck E. Myers","Ice Crusher",
10140,"The Final Fantasy Legend","analoq","final fanta legend",
10141,"Green Beret","Allister Brimble","Green Beret Full Orch",
10142,"Green Beret","Reyn Ouwehand","Green Beret [live at The Church]",
10145,"Mega Man Zero 2","Manuel Mora","Departure",
10147,"Winter Dreamers EP","Level 99","Winter NiGHTS (Hey Dreamer, Can't Dance Sleeping Mix)",
10149,"Ys VI: The Ark of Napishtim","Vurez","Thrashing Through Grana-Vallis 2006",
1015,"Jet Moto","Chuck E. Myers","Willpower",
10150,"Golden Sun","Manuel Mora","Golden Sun Theme",
10152,"Gamer Symphony Orchestra Spring 2009","University of Maryland Gamer Symphony Orchestra","Kingdom Hearts – Hikari",
10153,"Gamer Symphony Orchestra Spring 2009","University of Maryland Gamer Symphony Orchestra","Final Fantasy 7 – Aerith’s Theme (Piano and Flute Duet)",
10154,"Trolls","Floaf","The evil trolls from the dark forest",
10155,"Everything You Know Is Wrong","This Place is Haunted","Sonic The Hedgehog",
10156,"Everything You Know Is Wrong","This Place is Haunted","Final Fantasy",
10158,"Everything You Know Is Wrong","This Place is Haunted","Legend Of Zelda",
10159,"Everything You Know Is Wrong","This Place is Haunted","Ending",
1016,"Jet Moto","Chuck E. Myers","Nightmare",
10160,"Everything You Know Is Wrong","This Place is Haunted","Marble Madness",
10163,"The Legend of Zelda: Ocarina of Time","CSGuitar89, FamilyJules7x","Hyrule Field (CSGuitar89)",
10165,"The Legend of Zelda: Ocarina of Time","CSGuitar89","Zelda's Lullaby",
10166,"The Legend of Zelda: Ocarina of Time","Theory of N","Bolero en Fuego",
10167,"The Legend of Zelda: Ocarina of Time","k-wix","Flight of the Gerudo",
10169,"The Legend of Zelda: Ocarina of Time","CSGuitar89","Ocarina of Time Warp Songs Medley",
1017,"Frozen Synapse","nervous_testpilot","Parting Shots",
10171,"The Legend of Zelda: Ocarina of Time","Lemonectric","Navi Gate",
10173,"The Legend of Zelda: Ocarina of Time","Manuel Mora","Kakariko Village Windmill",991
10179,"Final Fantasy IX","katethegreat19","You're Not Alone",
1018,"Frozen Synapse","nervous_testpilot","The Fix",
10180,"Final Fantasy IX","Destiny","Veiled World",
10181,"Final Fantasy IX","Eric Barker","Freya: Burmecian Spirit",
1019,"Frozen Synapse","nervous_testpilot","Deeper",
102,"Banjo-Kazooie: Nuts & Bolts","Grant Kirkhope","Banjoland Buffoonery",
1020,"Frozen Synapse","nervous_testpilot","Focus",
10200,"Castlevania: The Adventure","MkVaff","CV2K",
10201,"Castlevania: The Adventure","Minotaur Project","Battle of the Holy",1018
10203,"Tearing Reality Asunder","Order of Týr","Overture I",991
10206,"Final Fantasy X","Danimal Cannon","Tag Team Back Again",
10207,"Final Fantasy X","katethegreat19","Hymn Of The Fayth",1018
10208,"Final Fantasy X","Danimal Cannon","Beauty In The Unresolved",
10209,"Final Fantasy X","katethegreat19,  SacridiaDarque","Suteki Da Ne",
1021,"Frozen Synapse","nervous_testpilot","My Beautiful Escape",
10210,"Final Fantasy X","Xerol","Prelude to Sin",
10211,"Bionic Commando","d0d0","BIONICBPM",
10212,"Bionic Commando","Manuel Mora","Area 1",
10213,"Bionic Commando","Machinae Supremacy","Bionic Commando 2008",1018
10214,"Bionic Commando (ZX Spectrum)","Romeo Knight","Tune 5 remix",
10215,"World of Warcraft","katethegreat19","Lament of the Highborne",
10217,"World of Warcraft","katethegreat19","Temple of the Moon",
10218,"Luigi's Mansion","PurplePurp","Ghosts Go Wubwubwub",
10219,"Luigi's Mansion","CSGuitar89","Luigi's Mansion Theme",
1022,"Frozen Synapse","nervous_testpilot","A Functioning God",
10220,"Dutch Breeze","Jon","Flip the Flop (DrumFlopBass mix)",
10223,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","At The End of Time",
10226,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Ocean Palace",
10227,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","The Outskirts of Time",
10228,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Ayla's Theme",
1023,"Frozen Synapse","nervous_testpilot","All the Lost",
10231,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Festival of Stars",
10232,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Strange Occurences",
10233,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Bike Chase",
10236,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Chrono Trigger",1018
10238,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Boss Battle 2",991
10239,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Yearnings of the Wind",
1024,"Frozen Synapse","nervous_testpilot","The Forgiven Geometry",
10240,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Secret of the Forest",1018
10241,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Battle",
10244,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Tyran Castle",
10245,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","The Epoch - Wings of Time",
10246,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Guardia's Millennial Fair",
10248,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Jolly Ol' Spekkio",
1025,"Frozen Synapse","nervous_testpilot","Triumph",
10250,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Derelict Factory",
10252,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Luca's Fanfare : Gato's Song",
10253,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Primeval Mountain",
10254,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Schala's Theme",
10255,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","World Revolution",
10256,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Green Memories",
1026,"Waterworld","Dean Evans","Mission Theme 1",
10262,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Light of Silence",
10264,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Those Without The Will To Live",
10265,"Beyond The End of Time: An Orchestral Tribute to Chrono Trigger","Vernian Process","Robo's Theme",
10266,"I, Ball","The St. Albans Rob Hubbard Fan Club","I-Ball remix",
10268,"Impostor Nostalgia","Big Giant Circles","Big Giant Sea for a Dream [bonus track]",
10269,"Impostor Nostalgia","Big Giant Circles, Chris T Geehan","Flicker",
10270,"Impostor Nostalgia","Big Giant Circles","Katana Blaster",
10271,"Impostor Nostalgia","Big Giant Circles","Chips Ahoy Mateys",
10272,"Impostor Nostalgia","Mick Gordon","Katana Blaster (Constantly Playing Mix)",
10273,"Impostor Nostalgia","flashygoodness","Fight the Current (Flashy Mix)",
10274,"Impostor Nostalgia","Josh Whelchel","Yo Ho Ye Big Giant Chips",
10275,"Impostor Nostalgia","Big Giant Circles","You Can Have Mine",
10276,"Impostor Nostalgia","Big Giant Circles, Shannon Mason (Pongball)","Your Quest Is Over",
10279,"Impostor Nostalgia","Big Giant Circles, Disasterpeace","HappiNESs",
1028,"Waterworld","Dean Evans","Diving",
10280,"Impostor Nostalgia","Big Giant Circles","Fight the Current",
10281,"Impostor Nostalgia","Big Giant Circles, C418","BGC418",
10282,"Impostor Nostalgia","Big Giant Circles, zircon","Buzzsaw",
10284,"Impostor Nostalgia","surasshu","Buzzsaw (Just Can't Wait Mix)",
10286,"Impostor Nostalgia","Big Giant Circles","Last Hope [bonus track]",
10287,"Impostor Nostalgia","Big Giant Circles","Raindancer",
10288,"Nostalgia Trip I","Tezukake","Donkey Kong Country - Don't be Afraid (Fear Factory)",
10289,"Nostalgia Trip I","Tezukake","Sonic The Hedgehog 2 - Sunshine and Air (Emerald Hill)",
1029,"Waterworld","Dean Evans","Mission Theme 2",
10290,"Nostalgia Trip I","Tezukake","Banjo-Kazooie - Springtime Playtime (Click Clock Wood - Spring)",
10291,"Nostalgia Trip I","Tezukake","Sonic The Hedgehog 2 - Robotnik's Plan B (Final Boss)",
10292,"Nostalgia Trip I","Tezukake","Mega Man X - The Sacrifice (Sigma's Fortress 1)",
10293,"Nostalgia Trip I","Tezukake","Sonic The Hedgehog 2 - Climbing The Hill (Hill Top Zone)",
10295,"Nostalgia Trip I","Tezukake","Chrono Trigger - The Fight for Time (Lavos Battle)",
10296,"Nostalgia Trip I","Tezukake","Pokemon RBY - Well Look Who It Is! (Battle! Champion Blue)",
10297,"Nostalgia Trip I","Tezukake","Final Fantasy VI - Eight-Tentacled Menace... In The Wrong Fantasy (Grand Finale!)",
10298,"Nostalgia Trip I","Tezukake","Final Fantasy VI - Aria of Full Character (Aria Di Mezzo Carattere)",991
10299,"Sonic Symphony","Vernian Process","Casino Night Zone",991
103,"Banjo-Kazooie: Nuts & Bolts","Grant Kirkhope","Beating Banjoland",991
1030,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","The Theme of Alexia Type I",
10300,"Sonic Symphony","Vernian Process","Death Egg Zone",
10301,"Sonic Symphony","Vernian Process","Sky Chase Zone",
10302,"Sonic Symphony","Vernian Process","Wing Fortress Zone",
10306,"Sonic Symphony","Vernian Process","Mystic Cave Zone",
10308,"Sonic Symphony","Vernian Process","Labyrinth Zone",
10309,"Sonic Symphony","Vernian Process","Starlight Zone",
10311,"Sonic Symphony","Vernian Process","Metropolis Zone",
10313,"Sonic Symphony","Vernian Process","Chemical Plant Zone",
10314,"Sonic Symphony","Vernian Process","Sky Sanctuary Zone",991
10315,"Sonic Symphony","Vernian Process","Flying Battery Zone",1018
10316,"Sonic Symphony","Vernian Process","Scrapbrain Zone",
10318,"Sonic Symphony","Vernian Process","Ice Cap Zone",
10319,"Sonic Symphony","Vernian Process","Angel Island Zone",
1032,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","Sorrow",
10320,"Sonic Symphony","Vernian Process","Hilltop Zone",
10321,"Sonic Symphony","Vernian Process","Hydrocity Zone",
10323,"Sonic Symphony","Vernian Process","Lava Reef Zone",
10324,"Sonic Symphony","Vernian Process","Metallic Madness (Good)",
10325,"Sonic Symphony","Vernian Process","Marble Garden Zone",
10326,"Sonic Symphony","Vernian Process","Springyard Zone",
10327,"Sonic Symphony","Vernian Process","Tidal Tempest (Good)",
10328,"Sonic Symphony","Vernian Process","Quartz Quadrant (Good)",
10329,"Sonic Symphony","Vernian Process","Emerald Hill Zone",
1033,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","Tyrant (Mass Produced Type)",
10330,"Sonic Symphony","Vernian Process","Oil Ocean Zone",
10331,"Ethereal Arrows","Manuel Mora","Metal Gear Medley '08",
10333,"Ethereal Arrows","Manuel Mora","Little Big Song",
10337,"Ethereal Arrows","Manuel Mora","Ryo's Dream (2010)",
1034,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","Game of Oblivion",
10342,"Ethereal Arrows","Manuel Mora","Final Boss '09 (Amemphis)",
10344,"Ethereal Arrows","Manuel Mora","Bomberman Song (2009)",
10345,"Ethereal Arrows","Manuel Mora","Castlevania SOTN Medley",
10347,"Ethereal Arrows","Manuel Mora","Bloody Tears (Orchestrated)",
10349,"Streets of Rage 2","ellywu2","It's Fine, Learn to Dance",
1035,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","The Theme of Tyrant 3: Ver. B",
10350,"Streets of Rage 2","lazygecko","Funkdreamer",
10351,"Pokémon Gold/Silver/Crystal","Pokémon Reorchestrated","The Champion (Battle VS Lance and Red)",991
10353,"Super Mario Sunshine","CSGuitar89","Delfino Plaza (CSGuitar89)",
10355,"Gauntlet","Manuel Mora","Song A",
10368,"Persona 4 Arena Arrange","Toshiki Konishi","The Wandering Wolf - Straight mix -",
10369,"Persona 4 Arena Arrange","Toshiki Konishi, Atsushi Kitajoh","Missions For The Brilliant Executor - 2K mix -",
1037,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","The Theme of Alexia Type II",
10370,"Persona 4 Arena Arrange","Atsushi Kitajoh","Princess Amagi-ya - Traditional Taste mix -",
10371,"Persona 4 Arena Arrange","Toshiki Konishi","The Junes Hero - Electro mix -",
10372,"Persona 4 Arena Arrange","Toshiki Konishi","The Ultimate -Naked mix -",
10373,"Persona 4 Arena Arrange","Atsushi Kitajoh","Like The Dragon - Girl Pop mix -",1018
10374,"We Are ROCK-MEN! 2","ROCK-MEN","THEME OF ROCKMAN EXE",
10375,"We Are ROCK-MEN! 2","ROCK-MEN","THEME OF ROCKMAN Xover",
10376,"We Are ROCK-MEN! 2","ROCK-MEN","NAPALMMAN STAGE",
10377,"We Are ROCK-MEN! 2","ROCK-MEN","X vs ZERO",
10378,"We Are ROCK-MEN! 2","ROCK-MEN","FLUTTER VS. GAZEL SHAFT",
10379,"We Are ROCK-MEN! 2","ROCK-MEN","EXPLOSE HORNECK STAGE",
1038,"Resident Evil: The Darkside Chronicles","Shusaku Uchiyama, Takeshi Miura","Last Words",
10380,"We Are ROCK-MEN! 2","ROCK-MEN","SNAKEMAN STAGE",
10381,"We Are ROCK-MEN! 2","ROCK-MEN","DOPPLER STAGE 1",
10382,"We Are ROCK-MEN! 2","ROCK-MEN","SKY WAVE",
10384,"We Are ROCK-MEN! 2","ROCK-MEN","SKULLMAN STAGE",
10385,"We Are ROCK-MEN! 2","ROCK-MEN","Dr. WILY STAGE 1 -OMEGAMAN MIX-",
10387,"We Are ROCK-MEN! 2","ROCK-MEN","Dr. WILY STAGE 2",
10388,"We Are ROCK-MEN! 2","ROCK-MEN","METAMORPHOSE",
10390,"SQ Chips2","Hige Driver","Primal Eyes (from PARASITE EVE)",991
10391,"SQ Chips2","pocomeko","Clash on the Big Bridge (from FINAL FANTASY V)",
10392,"SQ Chips2","SmileR","Hometown Dominia (from Seiken Densetsu LEGEND OF MANA)",
10393,"SQ Chips2","BOKKADENcI","TOBAL NO. 1 ~ Hills of Jugon (from TOBAL NO. 1)",991
10394,"The Black Mages","The Black Mages","J-E-N-O-V-A (Final Fantasy VII)",
10395,"The Black Mages","The Black Mages","Fight With Seymour (Final Fantasy X)",
10396,"The Black Mages","The Black Mages","Those Who Fight Further (Final Fantasy VII)",
10398,"The Black Mages","The Black Mages","Force Your Way (Final Fantasy VIII)",
10399,"The Black Mages","The Black Mages","The Decisive Battle (Final Fantasy VI)",
104,"Banjo-Kazooie: Nuts & Bolts","Robin Beanland","Terrarium Trickery",
1040,"Resident Evil Orchestra","Kazunori Miyake","Secure Place",
10400,"The Black Mages","The Black Mages","Clash on the Big Bridge (Final Fantasy V)",
10401,"The Black Mages","The Black Mages","Battle Theme (Final Fantasy VI)",
10403,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Masaharu Iwata","\"IDOLA\" have the immortal feather",
10404,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Makoto Asai","Leavin flow",
10405,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Kenji Ito","World with me -Phantasy Star Online EPISODE 2 ENDING THEME-",
10406,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Shinji Hosoe","Versus2 -A longing to ancient times-",991
10408,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Yoko Shimomura","A longing to ancient times PART1",
10409,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Noriyuki Iwadare","Can still see the light -Phantasy Star Online ENDING THEME-",991
1041,"Resident Evil Orchestra","Kazunori Miyake","Save Room ~ Reprise",
10411,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Motoi Sakuraba, Mio Sakuraba","The whole new world -Phantasy Star Online EPISODE 1&2 OPENING THEME-",
10412,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Manabu Namiki","The frenzy wilds",991
10413,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Takayuki Aihara","Silent palace",
10414,"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","Motoaki Furukawa","Chaotic bar",
10416,"Etrian Odyssey IV Super Arrange Version","Noriyuki Kamikura","Labyrinth III - Grotto of the Adamantine Beast",
10418,"Etrian Odyssey IV Super Arrange Version","Ryo Yonemitsu","Battlefield - Faith is My Pillar",
10419,"Etrian Odyssey IV Super Arrange Version","Noriyuki Kamikura","Unrest - The End of Raging Winds",
1042,"Resident Evil Orchestra","Kazunori Miyake","Special End Title",
10420,"Etrian Odyssey IV Super Arrange Version","Noriyuki Kamikura","On an Adventure Gliding Through the Skies",
10421,"Etrian Odyssey IV Super Arrange Version","Yukihiro Jindo","Battlefield - With Eyes Blazing",
10422,"Etrian Odyssey IV Super Arrange Version","Haruka Shimotsuki","Labyrinth I - Cerulean Woodlands",991
10424,"Etrian Odyssey IV Super Arrange Version","Masashi Hamauzu","Labyrinth II - Misty Ravine",
10425,"Etrian Odyssey IV Super Arrange Version","Noriyuki Kamikura","Battlefield - Storm",
10427,"Etrian Odyssey IV Super Arrange Version","Noriyuki Kamikura","The Relentless Melody",
10428,"Etrian Odyssey IV Super Arrange Version","c.l.o.u.d.","Labyrinth IV - Library of Puppets",
10429,"The Black Mages III: Darkness and Starlight","The Black Mages","Distant Worlds",
1043,"Resident Evil 3","Masami Ueda, Saori Maeda","Hellish Agony",
10432,"The Black Mages III: Darkness and Starlight","The Black Mages","Premonition",
10433,"The Black Mages III: Darkness and Starlight","The Black Mages","KURAYAMINOKUMO",1018
10435,"The Black Mages III: Darkness and Starlight","The Black Mages","Opening - Bombing Mission",
10437,"The Black Mages III: Darkness and Starlight","The Black Mages","LIFE ~in memory of KEITEN~",
10438,"Shin Megami Tensei Devil Children Arrange","Motoi Sakuraba","Battle Theme 4 (Event - Red Book)",
10439,"Shin Megami Tensei Devil Children Arrange","Tomoyuki Hamada","Reality Theme (Red Book)",
1044,"Resident Evil 3","Masami Ueda, Saori Maeda","The Beginning Of Nightmare",
10440,"Shin Megami Tensei Devil Children Arrange","Tomoyuki Hamada","Victory",
10441,"Shin Megami Tensei Devil Children Arrange","Tomoyuki Hamada","Ending",
10442,"Shin Megami Tensei Devil Children Arrange","Motoi Sakuraba","Angel's Theme",
10443,"Shin Megami Tensei Devil Children Arrange","Motoi Sakuraba","Title",
10444,"Shin Megami Tensei Devil Children Arrange","Tomoyuki Hamada","Battle Theme 1 (Black Book)",
10445,"Shin Megami Tensei Devil Children Arrange","Motoi Sakuraba","Reality Theme (Black Book)",
10446,"Star Ocean: Blue Sphere Arrange","Motoi Sakuraba","Legacy from the Past",
10447,"Star Ocean: Blue Sphere Arrange","Motoi Sakuraba","Hand to Hand",
