elementName,score,nbOfSongs
"Back to the Future: The Game","986.5",2
"Touge 3","986.5",4
"Spectral Force Chronicle","986.5",4
"The King of Dragons","986.5",4
"Thundercats","986.5",2
"Power Drift","986.5",2
"Super Dodge Ball: Around the World","986.2352941176471",17
"Deus Ex","986.1538461538462",13
"Ehrgeiz","986.1538461538462",13
"Sonicesque, Vol. I","986.0909090909091",11
"STAR OCEAN -THE LAST HOPE- Arrange Soundtrack","986.0909090909091",11
"Trip World","986",9
"Touhou Fūjinroku: Mountain of Faith","986",9
"Guardian Heroines Final","986",9
"Cave Story Remix Project II","985.9375",16
"Tangledeep","985.8571428571429",14
"The G.G. Shinobi","985.8571428571429",7
"Forgotten Music","985.8571428571429",14
"Fate/Grand Order Orchestra","985.8571428571429",7
"Autoscroll","985.8571428571429",7
"Attack Animal Gakuen","985.8571428571429",7
"The Lord of the Rings Online","985.8571428571429",7
"Final Fight CD","985.8571428571429",7
"Dariusburst Remix Wonder World","985.75",12
"Another Day in Dream Land","985.75",12
"Wall You Need is Love","985.6",5
"Tantei Jinguuji Saburo: Toki no Sugiyuku Mama ni","985.6",5
"Certainty","985.6",10
"DESTINY 8 - SaGa Band Arrangement Album Vol.2","985.6",10
"HIGHSPEED ∇","985.6",15
"Street Fighter 2010 Arranged Album","985.6",5
"HyperZone","985.6",5
"brass 2: mouth","985.6",5
"Ottifanten: Kommando Stortebeker","985.6",5
"TimeSplitters 2","985.375",8
"No More Heroes 2: Desperate Struggle","985.375",8
"Random Encounter","985.375",8
"NieR Re[in]carnation Chill Out Arrangement Tracks","985.375",8
"of Atoms and Stardust [ Remixes ]","985.2727272727273",11
"Unlimited Saga","985.2727272727273",11
"The Last Remnant","985",9
"Apex 2014: A New Challenger!!","985",12
"Command & Conquer: Red Alert","985",9
"Embered Recollections","985",6
"Game Boy Camera","985",3
"PiA-COM II / PIA-COMS","985",9
"Inspector Gadget","985",3
"MegaMan Zero","985",9
"Freedom Force","985",3
"The Wave","985",6
"Tales Of Series Battle Arrange Tracks 2","985",12
"Touhou Chireiden: Subterranean Animism","985",6
"Mindhouse","985",12
"Vortex","985",6
"RCT Album","985",3
"Ace Combat 6","985",12
"No Man's Sky","985",3
"Darkstalkers 3: Vampire Savior","985",3
"\"zwei!!\" SUPER ARRANGE VERSION","984.7",10
"Final Fantasy VII Remake Acoustic Arrangements","984.7",10
"Final Fantasy XIII-2","984.5714285714286",14
"Suikoden III Music Collection ~Rustling of the Wind~","984.5714285714286",7
"A Tribute to SHATTERHAND","984.5714285714286",7
"Trails in the Sky SC","984.5714285714286",7
"Rogue Galaxy","984.5714285714286",7
"Dungeonmans Remanstered","984.4545454545455",11
"DARIUSBURST CHRONICLE SAVIOURS ARRANGE 2","984.4545454545455",11
"Legend of Heroes III","984.4545454545455",11
"Supreme League of Patriots","984.4545454545455",11
"Yu-Gi-Oh! 5D's Tag Force 5","984.25",4
"Humans + Gears: Xenogears ReMixed","984.25",24
"Impulse","984.25",8
"Tails' Skypatrol","984.25",4
"Lovely Planet","984.25",4
"Sable","984.25",4
"You Died But A Necromancer Revived You","984.25",4
"Wings of Vi","984.25",4
"King's Bounty: Armored Princess","984.25",4
"Sega Rally Championship","984.25",12
"Where Good Marbles Go to Die","984.25",4
"Daze Before Christmas","984.25",4
"Maui Mallard in Cold Shadow","984.25",4
"Warlocked","984.25",4
"Brains & Hearts","984.25",4
"Earth Defense Force: Insect Armageddon","984.25",4
"Ikachan","984.25",4
"TimeSplitters: Future Perfect","984.25",4
"Hard Corps: Uprising","984.0769230769231",13
"Fury of the Furries (DOS)","984",9
"8bit Killer","984",9
"KK and Friends","984",9
"Rayman Legends","983.9285714285714",14
"Adventure Time: Hey Ice King!","983.8",10
"TROPOSPHERE","983.8",5
"Golden Apples","983.8",5
"Mugen Souls","983.8",5
"Pokémon Ruby/Sapphire/Emerald","983.8",10
"Final Fight One","983.8",5
"Tails Adventure","983.8",5
"TinyKeep","983.8",5
"Gran Turismo Rock Arrange","983.8",5
"Information Chase","983.8",5
"Rayman Raving Rabbids","983.8",5
"Rhino Rumble","983.8",5
"The Teaching Machine","983.8",5
"Tetris Attack","983.6363636363636",11
"Vectorman","983.6363636363636",11
"Mega Man 8","983.6363636363636",11
"Famicom Mukashi Banashi: Yuuyuuki","983.6363636363636",11
"The Secret of Monkey Island (Amiga)","983.5",6
"It's Not Over Yet!","983.5",6
"Gargoyle's Quest","983.5",6
"Fittest","983.5",12
"Dragon Quest III","983.5",6
"Xeno Crisis","983.5",12
"Knytt Underground","983.3846153846154",13
"Ikaruga","983.2857142857143",7
"Moonlit Shadow","983.2857142857143",7
"Double Moon Densetsu","983.2857142857143",7
"Disgaea: Hour of Darkness Arrange","983.2857142857143",7
"Contra Force","983.125",8
"Sam & Max: The Devil's Playhouse","983.125",8
"Shiryu's Arcade Volume 2","983.125",8
"Mighty No. 9","983.125",8
"Harmony (A Tribute to Rayman)","983.125",16
"The Simpsons: Hit & Run","983.125",8
"Pokémon Trading Card Game 2","983",9
"Teen Agent: The Root of All Evil","983",9
"Wangan Midnight Maximum Tune","983",9
"The Murder of Sonic the Hedgehog","983",9
"Opoona","982.9",10
"Sam & Max Beyond Time And Space","982.9",10
"Halo 3","982.8181818181819",11
"7th Dragon 2020","982.6923076923077",13
"Regular Show: Mordecai & Rigby in 8-Bit Land","982",8
"Kaeru no Tame ni Kane wa Naru","982",6
"The Human Race","982",3
"Pxl-Win","982",6
"A Valley Without Wind","982",11
"Solstice: The Quest for the Staff of Demnos","982",3
"Dragon Fighter","982",8
"Emptiness Meets Happiness","982",3
"Dragon Quest VI Symphonic","982",7
"KINGDOM HEARTS TRIBUTE ALBUM","982",9
"Blazing Souls","982",9
"I Miss You - EarthBound 2012","982",5
"Act 1","982",5
"Wrecking Crew","982",3
"Project S-11","982",7
"Metal Gear Solid (GBC)","982",5
"Umihara Kawase","982",5
"The Blue Marlin","982",8
"Skulls","982",4
"Krater","982",5
"Phantasy Star Zero","982",6
"Contra 4: Rocked 'N Loaded","982",7
"Mario Bros.","982",2
"Prime (MicroD)","982",9
"Infinity","982",4
"Perfect Selection Gradius","982",8
"Final Fantasy Crystal Chronicles: Echoes of Time","982",7
"Base Wars","982",4
"Frog Fractions","982",4
"M&M's Minis Madness","982",6
"Spectral Force Legacy","982",6
"The Briggs Effect","982",5
"Hanjuku Hero","982",2
"Sonic Drift 2","982",4
"Super Monkey Ball: Banana Blitz","982",9
"Dragon Quest II Symphonic","982",8
"Valkyrie Profile -Covenant of the Plume- Arrange Album","982",6
"Off","982",8
"Slot Car Rivals","982",4
"Alpine Racer","982",4
"Brawl Busters","982",4
"Reinventing the Common Lullaby","982",7
"Wolfchild","982",3
"Alundra","982",2
"Gameboy Gallery Musics","982",3
"Katamari No-Emcee","982",3
"Lands of Belfrum","982",6
"Totally Tiny Arcade","982",4
"The King of Fighters '96","982",7
"S4 League","982",9
"Wangan Midnight","982",4
"Gamer Symphony Orchestra Fall 2011","982",3
"Masters","982",4
"Classic Video Game Music","982",4
"Fury","982",3
"Prince of Persia","982",2
"UnchainBlades EXXIV","982",4
"Rackets & Rivals","982",2
"Xak: The Art of Visual Stage","981.4375",16
"Front Mission 5","981.4",15
"Parasite Eve","981.3076923076923",13
"Battle Kid: Fortress of Peril","981.1818181818181",11
"Looney Tunes: Space Race (PS2)","981.1",10
"NiGHTS into Dreams...","981",18
"Mega Man: The Robot Museum","981",9
"Castlevania Tribute Vol.1&2","981",9
"BadAss: Boss Themes: Volume II","980.875",8
"Secret of Evermore","980.875",8
"Extracted From Abstract","980.875",8
"A-Train 6","980.875",8
"Parallel Processing","980.7142857142857",7
"PiA-COM I / PIA-COMS","980.7142857142857",7
"Animal Crossing","980.7142857142857",7
"The Temples: Music from The Legend of Zelda: Ocarina of Time","980.7142857142857",7
"Formula Nippon '99","980.7142857142857",7
"Battletoads & Double Dragon Album","980.7142857142857",7
"NEUTRALITE","980.5",6
"Shining Force III","980.5",6
"Uncharted Waters Online","980.5",6
"Hotel Dusk: Room 215","980.5",6
"Rocket Knight Adventures","980.5",6
"Castle of Shikigami III","980.5",6
"The King of Fighters '95","980.5",6
"Sprint Vector","980.3636363636364",11
"Lord of the Sword","980.2",5
"Chip for Cancer [vol. I]","980.2",5
"Elvandia Story","980.2",10
"Zero Wing","980.2",10
"FantaVision USA","980.2",5
"Sounds From 20XX","980.2",5
"Walking straight on broken lines","980.2",5
"Fire Emblem Awakening","980.2",10
"Luminous Arc 2","980.2",10
"Laniakea","980.2",5
"Call of Duty: Modern Warfare 2","980",9
"Rockman EXE N1 Battle","980",9
"Luminous Arc 3","980",9
"Joe & Mac (SNES)","979.75",4
"Toukon Club","979.75",12
"Paperboy","979.75",4
"Corpse Party BloodCovered","979.75",8
"V-Rally Championship Edition","979.75",4
"GunZ","979.75",4
"Gamer Symphony Orchestra Spring 2010","979.75",4
"Super Lesbian Animal RPG","979.5454545454545",11
"Life Force","979.4285714285714",14
"Die Hard Trilogy","979.4285714285714",7
"Bionic Commando (2009)","979.4285714285714",7
"Star Ocean: Blue Sphere","979.4285714285714",7
"ARMS","979.3",10
"Monty on the Run","979",3
"Redout","979",6
"Zillion","979",6
"Command & Conquer: Tiberian Dawn","979",6
"Dynasty Warriors 6","979",6
"Chester Field","979",3
"The Belmonts (Cassette EP)","979",3
"Jack Bros.","978.625",8
"Bomberman Max","978.625",8
"Shin Megami Tensei Devil Children Arrange","978.625",8
"Billy Hatcher and the Giant Egg","978.4",5
"Beat the 8 Super Robots With 8 Bit Instrumental","978.4",10
"Yatagarasu: Attack on Cataclysm","978.4",10
"Last Ranker Limited Soundtrack -Piano Trio Arrange-","978.4",5
"ONE BEAT ANGEL FFVII","978.4",5
"Anarchy Online","978.4",5
"Be Aggressive!: A Gunstar Heroes Tribute Album","978.2941176470588",17
"Dark Souls","978.1428571428571",7
"Cetait Mieux en RDA","978.1428571428571",7
"Super Robot Wars Compact 3","978.1428571428571",7
"Star Ocean: Blue Sphere Arrange","978.1428571428571",7
"Perfection.","978.1428571428571",7
"Super Stickman Golf","978",9
"Lotus III: The Ultimate Challenge","977.5",6
"Bionic Commando ReMixed: OK, We'll Groove","977.5",10
"Axelay","977.5",10
"Invisigun Heroes","977.5",4
"Animal Crossing: New Horizons","977.5",2
"Time Twist: Rekishi no Katasumi de...","977.5",2
"Devil May Cry 3","977.5",4
"Age of Wonders","977.5",6
"Super Back to the Future 2","977.5",4
"Casino Kid II","977.5",2
"Shin Megami Tensei: Devil Survivor 2 Record Breaker Arrange Soundtrack","977.5",4
"Milon's Secret Castle","977.5",2
"Super Mario Maker 2","977.5",10
"We Love Retro Kirby!","977.5",2
"Jurassic Park (SNES)","977.5",2
"Extended Pixels: More Music From Lobei","977.5",2
"Disgaea D2 Arrange","977",9
"Donkey Kong Land III","977",9
"Shining Force Feather","977",9
"Lunia Chronicles","977",9
"Guxt","976.8571428571429",7
"Dragon Quest","976.8571428571429",7
"MiG-29: Soviet Fighter","976.8571428571429",7
"Racing Lagoon","976.8571428571429",7
"Battle Fantasia","976.8571428571429",7
"Darius Plus","976.6",5
"Umihara Kawase Shun","976.6",5
"The Last Ninja 2","976.375",8
"NieR:Automata Arranged & Unreleased Tracks","976.375",8
"Inordinate Desire","976",3
"3D Shooting Tsukuru","976",6
"Pac-Man","976",3
"Resident Evil: The Umbrella Chronicles","976",3
"Ai Senshi Nicol","976",3
"Another Bible","976",3
"Astyanax","976",3
"Game & Watch Gallery 2","976",9
"Double Dragon (SMS)","976",3
"Bomb Jack (GB)","976",3
"Armored Core for Answer","976",3
"Emperor: Battle for Dune","976",3
"More of Me","976",3
"G.I. Joe: The Atlantis Factor","975.6470588235294",17
"Ultima Online","975.5714285714286",7
"Growlanser Generations","975.5714285714286",7
"Castlevania: Symphony of the Night - Resurrection","975.5714285714286",7
"Disgaea 4: A Promise Unforgotten Arrange","975.5714285714286",7
"Looney Tunes: Space Race (Dreamcast)","975.4545454545455",11
"2","975.25",4
"Super Crate Box","975.25",4
"Obligatory Ice Level Day 2009","975.25",4
"Love","975.25",4
"O.S.T: Original Soundtrack","975.25",4
"Castlevania: Michiru Yamane Autobiographical Music","975.25",4
"DESKPOP & ChipWIN","975.25",4
"Mega Man Battle Network","975",9
"Skate or Die 2: The Search for Double Trouble","974.8",5
"Esper Dream 2: New Fight","974.8",5
"Spanky's Quest","974.8",5
"Blue Almanac","974.8",5
"Delete Forever EP","974.8",5
"Mega Man 6 - Intercontinental Contenders","974.8",5
"Sexy Parodius","974.8",5
"Iconoclasts","974.5",6
"Sengoku Basara","974.2857142857143",7
"The Daydream Elevator","973.9",10
"Demon's Souls","973",3
"Vacation Wasteland EP","973",4
"near death experience, SHADOW HEARTS Arrangetracks","973",3
"Looney Tunes - Carrot Crazy","973",2
"No More Heroes","973",2
"Eternal Champions","973",2
"Metropolis Street Racer","973",3
"FZ: Side Z","973",9
"8 Eyes","973",2
"F1 2012","973",7
"Saga of Ryzom","973",4
"Hitman 2: Silent Assassin","973",2
"Machinarium","973",8
"International Superstar Soccer Deluxe","973",4
"The Last Story","973",11
"Pinball Dreams","973",2
"Majestic Nights","973",6
"Metroid Prime: Federation Force","973",2
"Infiltrator EP","973",5
"Perfect Service","973",4
"There Will Be Brawl OST","973",10
"Devil May Cry 4","973",3
"Lineage 2","973",6
"My Girl, The Princess","973",5
"Too Human","973",4
"Hanakisou","973",2
"Graffiti Kingdom","973",2
"Hawkeye","973",2
"Gandhara","973",2
"Halifax","973",2
"Dragon Crystal","973",2
"Tiny Toon Adventures: ACME All-Stars","973",3
"The Misadventures of P.B. Winterbottom","973",2
"Starfields and Cityscapes","971.5",6
"Masdar City","971.5",6
"Megami Tensei","971.5",6
"Tomb Raider: Legend","971.5",6
"Noisechan & Nugget: Adventures in Chiptunes","971.2",5
"Shin Megami Tensei: Devil Children Red/Black Book","971.2",5
"Entwined","971.2",5
"Connected","971.2",5
"Heroes of Might and Magic VI","971.2",5
"Boot Hill Heroes","970.9230769230769",13
"Valley","970.75",4
"Geometry Wars 3: Dimensions","970.75",4
"Megami Tensei Gaiden: Last Bible","970.4285714285714",7
"Battle Jockey","970.4285714285714",7
"Ace Combat Respect Arrange Soundtrack","970.3",10
"Wonder Boy","970",3
"The Battle of Olympus","970",3
"The Incredible Machine","970",9
"Shelf EP","970",3
"KILL CLUB #001","970",3
"Sorcerian Super Arrange Version III","970",3
"Bomberman II","969.4",5
"Wizball","969.4",5
"Glover","969.4",15
"Radiant Historia Piano Selections","969.4",5
"VROOM: Sega Racing","969",9
"Battle Arena Toshinden","968.5",2
"Ork","968.5",2
"Capcom's Gold Medal Challenge '92","968.5",4
"Ratchet & Clank: Size Matters","968.5",6
"Raiden Trad","968.5",2
"Kingdom Hearts: Chain of Memories","968.5",2
"Bubble Dizzy","968.5",2
"Super Ubie Land","968.5",10
"Star Versus","968.5",4
"Harry Potter and the Sorcerer's Stone","968.5",6
"Shin Megami Tensei: Devil Summoner: Soul Hackers Arrange","968.5",4
"World Super Police","968.5",2
"Serpent","968.5",2
"MOTHER MUSIC REVISITED","968.5",2
"The Bogstras","967.8571428571429",7
"Uninvited","967.6",5
"Suikoden IV Music Collection ~Another World~","967.6",5
"Bloodborne","967.6",5
"Chaos Rings","967.2727272727273",11
"Top Gear 2","967",6
"Castlevania: Sonata of the Damned","967",6
"Diddy Kong Racing: Bootleg Christmas","966.25",4
"City of Heroes / City of Villains","966.25",4
"Farland Story 2","966.25",4
"The Unfinished Swan","966.25",4
"Twisted Metal 2","966.25",4
"NieR Gestalt & Replicant 15 Nightmares & Arrange Tracks","965.8",5
"Bit Pilot","965.8",5
"Resident Evil: Revelations","965.5",6
"Awesomenauts","965.5",6
"Valkyrie Profile 2: Silmeria","965.3846153846154",13
"Kabuki Quantum Fighter","964",6
"Human Resource Machine","964",3
"Cheetah in the Dark","964",3
"Commander Keen 5: The Armageddon Machine","964",5
"Barbie","964",3
"ZanZarah: The Hidden Portal","964",5
"Dungeon Defenders","964",6
"Nazo no Murasame Jō","964",2
"Wizardry Gaiden 1","964",2
"BlazBlue: Central Fiction","964",5
"Enduro Racer","964",2
"V42","964",2
"Icewind Dale","964",2
"To Be On Top","964",2
"Act 2","964",2
"chipWINter Wonderland","964",3
"Toki Tori","962.7142857142857",7
"Teenage Mutant Ninja Turtles: Tournament Fighters (Genesis)","962.7142857142857",7
"THE BEATS OF STREETS","962.2",5
"Crossing","962.2",5
"Prehistorik Man","962.2",5
"From 8 To Infinity","961.75",8
"Front Mission 1st","961.75",8
"X","961",3
"End of Line","961",3
"Need for Speed","961",3
"Fragments","961",3
"Light Crusader","961",3
"Wario's Woods","960.625",8
"Transients","960.4",5
"MDK","960.4",5
"P-47: The Freedom Fighter","959.5",2
"The Bugs Bunny Crazy Castle","959.5",4
"Amnesia: The Dark Descent","959.5",2
"Gauntlet","959.5",2
"Disgaea 2: Cursed Memories Arrange","959.5",6
"Shining Wisdom","959.5",4
"Sliced Bread: UNCRUSTED!!","959.5",2
"Disco.txt","959.5",2
"Kirby's Pinball Land","959.5",2
"LED Storm","959.5",2
"X-Out","959.5",2
"Valis III","959.5",2
"Dewy's Adventure","959.5",2
"Apex 2013: Straight to the Top","959.0909090909091",11
"STELLA DEUS BGM ReArrange Album","958.8571428571429",7
"Lo-Gear","958.6",5
"Tracked ✕ ChipWIN • #007","958.6",5
"8-Bit Lebowski: 100% Electronic","958",3
"Zombies Ate My Neighbors","958",3
"Star Command ~Kurayami no Shinryakusha~","958",3
"Soul Blazer","958",6
"Trenches","957.25",4
"Celt-tunes = WIN","957.25",4
"The Last Dream: Definitive Edition","956.8",5
"Dynamite Headdy","955",3
"Speedball","955",2
"A Bug's Life (PS1)","955",6
"Gaiares","955",2
"Advent Rising","955",6
"Cosmic Space EP","955",2
"Seedling","955",2
"Recycled Material","955",2
"Mother Sounds e.p. 2","955",3
"Personal Trainer: Cooking","952.75",4
"Monkey Island 2: LeChuck's Revenge","952",3
"Jade Cocoon: Story of the Tamamayu","952",3
"Hurdle Turtle","950.5",4
"Tiny Toon Adventures","950.5",2
"Zombie Nation","950.5",2
"Detana!! TwinBee","950.5",2
"Dark Souls II","950.5",2
"James Bond Jr.","950.5",2
"Technology Crisis II","949.6",5
"Takahashi Meijin no Bouken Jima IV","949",3
"Technology Crisis","949",3
"Guild Wars 2","946",5
"Xenon","946",2
"Famicom Tantei Club Part II: Ushiro ni Tatsu Shoujo","946",2
"Shonen ReMix Jump!","944.5",6
"Quartet","944.2",5
"Parodius","941.5",2
"Alex the Allegator 4","941.5",2
"Forward","940",3
"UEFA 2000","940",3
"Missile Master","939.25",4
"Rush'n Attack","937",2
"Sparkster","937",2
"Hero Core","934.75",4
"Street Fighter Alpha: Warriors' Dreams","932.5",2
"Welcome To The World","932.5",2
"Phantasy Star III: Generations of Doom","932.5",2
"Star Fox 2","923.5",2
"Conker's Pocket Tales","923.5",2
"Gran Turismo 3 A-spec","914.5",2
"Sword of Vermilion","913",3
"Firelord","905.5",2
