id,album,artist,title,rating,Current score,votescore,rankscore,scoreDiff
23889,"Love Everlasting","DDRKirby(ISQ)","Far Away [Distance]",4.213333,1036,84.26666,93.04833553969843,8.781675539698426
24874,"ROCKMAN Utopia","Azusa Chiba","Rise the Curtain (Rockman 1 Medley)",4.220513,1036,84.41026000000001,92.93209776888057,8.521837768880559
2389,"Super Smash Bros. Brawl","Koji Hayama","Super Mario Land - Easton Kingdom",4.3491526,1036,86.983052,93.04510671273127,6.062054712731268
24730,"Rare SQ","ASAGEN","FINAL FANTASY VII Chiptune Medley (Main Theme ~ Cid's Theme ~ Cosmo Canyon ~ The Highwind Takes To The Skies ~ Aerith's Theme) / FINAL FANTASY VII",4.367123,1036,87.34246,92.94824190371638,5.605781903716377
2498,"Yakuza 4","Hidenori Shoji","Four Face",4.3686275,1036,87.37254999999999,92.91272480707758,5.540174807077591
24034,"Metal Gear Solid 2: Sons of Liberty","CarboHydroM, Scaredsim","Sounds of Liberty",4.4,1036,88,93.02573375092828,5.025733750928282
24336,"Shantae and the Pirate's Curse","Jake Kaufman (virt)","Scuttle Town",4.4773335,1036,89.54667,93.00636078912531,3.459690789125304
24147,"The Legend of Zelda: Link's Awakening","DDRKirby(ISQ)","Play with Me",4.776119,1036,95.52238,93.01927609699396,2.5031039030060356
2343,"Super Mario Galaxy","Mahito Yokota","Into the Galaxy",4.5935483,1036,91.87096600000001,93.11291207904169,1.241946079041682
2191,"Golden Sun","Motoi Sakuraba","Battle with Saturos",4.631169,1036,92.62338,93.30987052403862,0.6864905240386179
24182,"Harmony of Heroes","Samuel Lidström","Dream Band",,1036,null,93.01281844305964,null
2464,"E.V.O.: Search for Eden","Koichi Sugiyama","Symphonic - Mother Earth ~ Theme of Gaia",,1036,null,92.97407251945369,null
24749,"Phoenix Wright Piano Album","Takuya Uchikado","Dick Gumshoe ~Detective Gumshoe, Pal",,1036,null,92.94501307674922,null
24946,"Star Ocean The Second Story Arrange Album","Motoi Sakuraba","Sacred song",,1036,null,92.91918246101191,null
24971,"Suikoden Music Collection ~ Kentaro Haneda","Michiru Oshima","Reminiscence",,1036,null,92.91595363404475,null
25056,"Suikoden II Music Collection ~Orrizonte~","Yuji Yoshino","Every Day is a Carnival ~ The Even More Glorious, Beautiful Golden Capital",4.203922,1036,84.07844,92.90949598011042,8.83105598011042
25075,"Thanks a Million","Descendants of Erdrick","Get Equipped with Metal (Mega Man II)",4.294915,1036,85.89829999999999,92.90626715314326,7.0079671531432695
25076,"Thanks a Million","Descendants of Erdrick","To the Underground Concourse (Journey to Silius)",,1036,null,92.9030383261761,null
25088,"Kukeiha Club","Motoaki Furukawa","Tell Me The Reason [For M.M. (SD Snatcher)]",,1036,null,92.89980949920894,null
25606,"Hello World: Adventures in Mushroomland","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Bonus!",3.144,1036,62.88,92.81908882502987,29.939088825029863
25797,"Perfect Selection Xexex","Jun Irie, Katsuhiko Suzuki","Black Eight Ball",3.3259258,1036,66.51851599999999,92.7900293823254,26.27151338232541
25203,"Super VG Christmas Party","Ian Luckey","“Singing Mountain” (Chrono Trigger)",3.42,1036,68.4,92.8772077104388,24.47720771043879
26033,"Immune to Silence","The Returners VGM","The Best Is Yet to Come (Metal Gear Solid)",3.515,1036,70.3,92.76096993962094,22.460969939620938
25931,"CEO 2015: Champion","Jeff Matthews","The Last Kill",3.5243244,1036,70.486488,92.77711407445675,22.290626074456753
2622,"Katamari Damacy","Yu Miyake, Katamari Company Jr.","Cherry Blossom Color Season",3.5279279,1036,70.558558,92.73513932388363,22.176581323883624
25993,"Phantasy Star Series 25th Anniversary Concert Sympathy 2013","Tokyo Philharmonic Orchestra","Stage Medley-PSO2-",3.5333333,1036,70.66666599999999,92.7641987665881,22.097532766588103
26088,"Fragile Dreams ~Farewell Ruins of the Moon~","Takuya Watanabe","Opening Theme: \"Hikari\"",3.5891893,1036,71.783786,92.74805463175228,20.964268631752276
26218,"Ganbare Goemon 2: Kiteretsu Shougun Magginesu","Kazuhiko Uehara, Tomoya Tomita, Nobuyuki Akena","Samurai Woods",3.5894737,1036,71.789474,92.73836815085079,20.94889415085079
26352,"Sonic Advance","Tatsuyuki Maeda, Yutaka Minobe","Secret Base Zone - Act 1",3.6105263,1036,72.210526,92.72545284298215,20.51492684298215
25292,"Select Start","Select Start","Filmore (Actraiser)",3.6702702,1036,73.405404,92.86106357560298,19.45565957560298
25174,"Valkyria Chronicles Piano Pieces","Casey Ormond","Unnamed Heroes",3.6941175,1036,73.88235,92.88043653740597,18.998086537405968
25344,"Seven Songs for Seventh Saga","AeroZ","Wind",3.7333333,1036,74.66666599999999,92.84814826773433,18.18148226773434
25619,"Hello World: Journey to Dino Island","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Monkey See, Monkey Do (Watermelon Hill)",3.74,1036,74.80000000000001,92.8158599980627,18.015859998062695
26112,"Versus Video Games 3","Daniel Tidwell","Still Alive (Portal) [Instrumental]",3.7836735,1036,75.67347,92.74482580478512,17.071355804785128
25302,"FINAL FANTASY TRIBUTE ～THANKS～","AVTechNO!","Zanarkand",3.860465,1036,77.2093,92.85460592166865,15.645305921668651
25523,"Final Fantasy IV","Avaris","Eclipse",3.9,1036,78,92.83200413289852,14.832004132898518
25365,"Maniacs of Noise","Jeroen Tel","Noisy Pillars",3.95,1036,79,92.84169061380001,13.841690613800012
25985,"Phantasy Star Series 25th Anniversary Concert Sympathy 2013","Tokyo Philharmonic Orchestra","World with me ~Phantasy Star Online EPISODE 2 ENDING THEME~",3.96,1036,79.2,92.77065642052243,13.570656420522425
25380,"Kyuuyaku Megami Tensei","Tsukasa Masuko, Hitoshi Sakimoto","3D Tokyo 3",3.9641025,1036,79.28205,92.83846178683285,13.556411786832854
26369,"NieR Gestalt & Replicant Piano Collections","Kumi Tanioka","Gods Bound by Rules",3.9860466,1036,79.720932,92.72222401601499,13.001292016014986
25805,"NieR Gestalt & Replicant: Jazz Arrange Version, Vol. 1","Sean Schafianski","Steam Powered Trouble (The Wretched Automatons)",4.018182,1036,80.36364,92.78680055535824,12.423160555358237
25248,"DKC Mix't Ape '94","Super Guitar Bros.","Minecart Madness",4.078788,1036,81.57576,92.87075005650448,11.294990056504474
25545,"Tearaway","Kenneth Young","The Orchards",4.076923,1036,81.53846,92.8255464789642,11.287086478964198
25770,"Amiga Days","elmobo","Papoornoo2",4.1,1036,82,92.79325820929256,10.79325820929256
25392,"Katamari Forever","SEXY-SYNTHESIZER","Katamari on the Swing (SEXY-SYNTHESIZER ALL ABOUT namco Mix)",4.133962,1036,82.67924000000001,92.83523295986568,10.15599295986567
25290,"Select Start","Select Start","Eternal Wind (Final Fantasy III)",4.1666665,1036,83.33332999999999,92.86429240257014,9.530962402570154
25552,"Anodyne","Drakken","Dreamscapes",4.180247,1036,83.60494,92.82231765199704,9.21737765199704
2517,"Yakuza 3","Hidenori Shoji","Tearless",4.2,1036,84,92.88366536437313,8.88366536437313
25116,"Out of the Ashes - Sound of The Sonic Stadium '14","Master Jace","Options of the Past",4.211111,1036,84.22222,92.89658067224178,8.67436067224179
25137,"HIGHSPEED ∇","Hyakutaro Tsukumo","Total Eclipse [Lastbattle - Romancing SaGa 3]",,1036,null,92.89335184527461,null
25942,"7th Dragon","Yuzo Koshiro","Battlefield - Swords Bursting",4.2059703,1036,84.119406,92.77388524748959,8.65447924748959
2529,"Yakuza 5","SoundDrive","Battle of Pride",4.226415,1036,84.5283,92.8675212295373,8.339221229537301
25159,"Myth: The Xenogears Orchestral Album","Yasunori Mitsuda","Stage of Death -Orchestral Version-",4.23,1036,84.60000000000001,92.88689419134029,8.28689419134028
25148,"MEGALOMANIA","Masaru Teramae","Title (Mega Man 3)",4.507407,1036,90.14814,92.89012301830745,2.741983018307451
25209,"Super VG Christmas Party","Matheus Manente","“Esto Gaza” (Final Fantasy IX)",,1036,null,92.87397888347164,null
25294,"Select Start","Select Start","Green Hill Zone.Marble Zone (Sonic the Hedgehog)",,1036,null,92.85783474863582,null
2534,"Yakuza 5","Mitsuharu Fukuyama","The Battle for the Dream",4.266667,1036,85.33333999999999,92.85137709470149,7.518037094701498
25353,"Finally","Rare Candy","Chrono Trigger",4.45625,1036,89.125,92.84491944076717,3.719919440767171
25539,"Rogue Legacy","A Shell in the Pit","Trilobyte (Castle)",,1036,null,92.82877530593136,null
25627,"UUDDLRLRBAStart","The Kode","Snake Man (Mega Man 3)",,1036,null,92.81263117109553,null
25701,"Toukiden","Hideki Sakamoto","Kazekiri -Windshredder-",4.1659575,1036,83.31915000000001,92.79648703625972,9.477337036259712
26199,"Edge of Despair","X-Hunters","World of Men, World of Beasts",4.2,1036,84,92.74159697781796,8.741596977817963
26048,"Eschatos OST N163 Arrangement Project","+tek","Silver Lining",4.24375,1036,84.875,92.75128345871944,7.876283458719442
25644,"Ori and the Blind Forest","Gareth Coker","Escaping the Ruins",4.577528,1036,91.55056,92.80940234412837,1.258842344128368
25654,"Puyo Puyo!! 20th Anniversary","Hideki Abe","The Untrained Demon King Ultimate Legend",,1036,null,92.80617351716121,null
25680,"Star Command ~Kurayami no Shinryakusha~","Koichi Sugiyama","Epilogue: Forever Galaxy",,1036,null,92.80294469019405,null
25693,"Castlevania: The Dracula X Chronicles","Akihiro Honda","Cross Fear",4.53125,1036,90.625,92.7997158632269,2.1747158632268935
25909,"Final Symphony","Roger Wanamo","Encore: Final Fantasy X (Suteki da ne)",,1036,null,92.78357172839108,null
2593,"Star Ocean: The Second Story","Motoi Sakuraba","Mission To The Deep Space",,1036,null,92.78034290142392,null
25986,"Phantasy Star Series 25th Anniversary Concert Sympathy 2013","Tokyo Philharmonic Orchestra","Fanfare",,1036,null,92.76742759355527,null
26037,"Immune to Silence","The Returners VGM","Our Last Ray of Hope (Final Fantasy VI)",4.444776,1036,88.89552,92.75774111265378,3.8622211126537707
26045,"Pink Sells...","Kirby's Dream Band","Klaymen",,1036,null,92.7545122856866,null
2626,"Katamari Damacy","Yoshihito Yano, Saki Kabata","LONELY ROLLING STAR",4.6486487,1036,92.972974,92.73191049691647,0.24106350308352376
2627,"Katamari Damacy","Yu Miyake, Masayuki Tanaka","Katamari on the Rock",,1036,null,92.72868166994931,null
26370,"NieR Gestalt & Replicant Piano Collections","Keigo Hoashi","Song of the Ancients",4.3863015,1036,87.72603000000001,92.71899518904782,4.992965189047808
26392,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Zanarkand",,1036,null,92.71576636208066,null
26539,"Leisure Suit Larry in the Land of the Lounge Lizards","Chimpazilla, WillRock","Larry",2.5932202,1036,51.86440400000001,92.69962222724484,40.83521822724484
27042,"BadAss: Boss Themes: Volume III","David L. Puga, Mak Eightman","(Progeny) Of a Frail Humanity",3.1085715,1036,62.17143,92.62213038003293,30.450700380032927
27024,"BadAss: Boss Themes: Volume III","Kammo64","Mad Jack's Drop",3.1363637,1036,62.727274,92.62858803396726,29.90131403396726
26652,"Splatunes!","Dj CUTMAN","Sweet Inktory!",3.2642858,1036,65.28571600000001,92.68347809240903,27.397762092409025
27186,"Lizard","Brad Smith","Marsh",3.3454545,1036,66.90909,92.60275741822996,25.69366741822995
27206,"The Elder Scrolls V: Skyrim","Ross Kmet","Those Inkblots Are Pandas!",3.3473685,1036,66.94737,92.5995285912628,25.65215859126279
26622,"Gamer Symphony Orchestra Fall 2014","University of Maryland Gamer Symphony Orchestra","Korobeiniki",3.3658535,1036,67.31707,92.69316457331051,25.37609457331051
27143,"Re:Birth II / Romancing SaGa Battle Arrange -Ren-","Kenji Ito","Oblivion Calling - The Battle with Death from Romancing SaGa -Minstrel Song-",3.4756756,1036,69.513512,92.60921507216429,23.095703072164284
26647,"Splatunes!","James Landino","Show Me Dat Ink!",3.5027027,1036,70.054054,92.68670691937619,22.6326529193762
26634,"Graviton Lifebomb","Order of Týr","Moon Base Two",3.524138,1036,70.48276,92.68993574634335,22.207175746343353
26675,"The Final Fantasy Legend","Nobuo Uematsu","Town Theme",3.664706,1036,73.29411999999999,92.67379161150754,19.379671611507547
26425,"Chikyuu Kaihou Gun ZAS","Shigekazu Kamaki, Yumi Satake","Boss 2",3.72,1036,74.4,92.70930870814634,18.309308708146332
26416,"Xenogears","FFmusic Dj, Geoffrey Taucer","Ragnarok",3.769565,1036,75.3913,92.7125375351135,17.321237535113497
26936,"Destiny of an Emperor","Hiroshige Tonomura","The Pledge of Three Brothers",3.825,1036,76.5,92.6415033418359,16.1415033418359
27491,"Dragon Quest III Symphonic","London Philharmonic Orchestra","Prologue (III)",3.9058824,1036,78.117648,92.5381808788867,14.420532878886704
26868,"Age of Mythology","Stephen Rippy, Kevin McMullan","Flavor Cats (In the Comfort Zone)",3.934375,1036,78.6875,92.65441864970457,13.966918649704567
2760,"X-Men (Arcade)","Seiichi Fukami, Yuji Takenouchi, Junya Nakano","I'll Keep on Fighting as Long as I Live",3.9382715,1036,78.76543,92.52849439798521,13.763064397985218
27366,"Yoshi's Woolly World","Tomoya Tomita, Misaki Asada","Sunset at Curtain Falls",3.947059,1036,78.94118,92.564011494624,13.622831494623995
26884,"Pokémon X/Y","Shota Kageyama","Lumiose City",3.9560976,1036,79.12195200000001,92.64796099577023,13.526008995770226
26684,"Too Many Cooks","Rush Coil","Too Many Cooks",3.9771428,1036,79.542856,92.67056278454038,13.12770678454038
27086,"Phantasy Star Online Episode III: C.A.R.D. Revolution","Kenichi Tokoi, Kan Hashimoto, Krzysztof Przygudzki","Let the Winds Blow - Remix Version for \"Opening\" -",4,1036,80,92.61890155306577,12.618901553065768
27474,"Dragon Quest VI Symphonic","London Philharmonic Orchestra","Through the Fields~Wandering through the Silence~Another World (VI)",4.0162163,1036,80.324326,92.54140970585387,12.217083705853867
27397,"Jets 'n' Guns","Machinae Supremacy","Koala Squadron",4.022857,1036,80.45714000000001,92.55432501372252,12.097185013722509
27041,"BadAss: Boss Themes: Volume III","Lashmush","Seed of Perdition",4.03,1036,80.60000000000001,92.6253592070001,12.025359207000093
27350,"Splatoon","Shiho Fujii, keity.pop, Mari Kikuma","Shiokara-Bushi",4.044944,1036,80.89888,92.56724032159117,11.668360321591166
2758,"X-Men (Arcade)","Seiichi Fukami, Yuji Takenouchi, Junya Nakano","Here Comes the Hero",4.1153846,1036,82.30769199999999,92.53495205191953,10.227260051919544
2729,"Nier","Keiichi Okabe, Kakeru Ishihama, Keigo Hoashi, Takafumi Nishimura","Debopopo",4.118367,1036,82.36734,92.58015562945981,10.212815629459811
27594,"Club Kong","halc","Monkey And Machine",4.152,1036,83.04,92.53172322495237,9.491723224952366
26992,"Chronicles of Time","ansgaros","Epich (Part 3)",4.168889,1036,83.37778,92.63181686093442,9.25403686093442
27367,"Yoshi's Woolly World","Tomoya Tomita, Misaki Asada","Title",4.2114286,1036,84.22857199999999,92.56078266765684,8.332210667656852
27470,"Dragon Quest Symphonic","London Philharmonic Orchestra","People (I)",4.214634,1036,84.29268,92.54463853282103,8.251958532821021
27314,"SanctuaryRPG","Rafael Langoni Smith","Battle! B ~Stroboscopic Combo~",4.25614,1036,85.12280000000001,92.57692680249265,7.454126802492638
26979,"Chronicles of Time","Lucca & The Inventions","New Song Of Land",4.2625,1036,85.25,92.63504568790158,7.385045687901581
26506,"Undertale","Toby Fox","Dummy!",4.380282,1036,87.60564000000001,92.70607988117916,5.100439881179156
26525,"Bean Dreams","flashygoodness","Dungeon of Dreams",,1036,null,92.702851054212,null
26540,"Portal 2","Eino Keskitalo","Motion Sickness",3.9863636,1036,79.727272,92.69639340027767,12.969121400277672
26779,"Alcahest","Jun Ishikawa","Half Moon",4.0085106,1036,80.170212,92.66087630363889,12.49066430363888
27209,"Golden Axe II","Shinray","Ravaged Metal",4.098113,1036,81.96225999999999,92.59629976429564,10.63403976429565
27249,"Final Fantasy XI Piano Collections","Ayumi Iga","Ronfaure",4.168889,1036,83.37778,92.59307093732846,9.215290937328461
27664,"Pilotwings 64","Dan Hess","Birdman",4.267742,1036,85.35484,92.52526557101804,7.170425571018043
2666,"Eschatos","Yousuke Yasui","Survive",4.2911763,1036,85.823526,92.68024926544186,6.8567232654418575
26672,"Daniel White (Singles)","Daniel White (danooct1)","Chrono Trigger - Undersea Palace",,1036,null,92.6770204384747,null
27263,"To Far Away Times Chrono Trigger Chrono Cross Arrangement Album","Yasunori Mitsuda","Wind Scene",4.9633803,1036,99.267606,92.58661328339414,6.680992716605857
26736,"EtlanZ Best Collection Series Vol. 16 Ever Green ~Tapestry of Mana and Time~","EXCELSIA","Outskirts of Time",4.9,1036,98,92.66410513060606,5.33589486939394
27402,"I Am Setsuna","Tomoki Miyoshi","Endless Crusade",4.3702126,1036,87.40425200000001,92.55109618675536,5.146844186755345
2734,"Nier","Keiichi Okabe, Kakeru Ishihama, Keigo Hoashi, Takafumi Nishimura","Hills of Radiant Wind",4.381579,1036,87.63158000000001,92.57046914855833,4.938889148558317
26709,"Super Cartography Bros.","RoBKTA, XPRTNovice","Where the Wild Things Are",4.4416666,1036,88.83333199999998,92.66733395757322,3.8340019575732356
26837,"Launch","Vic Viper","Metal Gear - Jungle",,1036,null,92.65764747667173,null
26955,"Chronicles of Time","Snappleman, finbeard, Midee, Norg","One Day At A Time",4.4,1036,88,92.63827451486874,4.6382745148687405
27269,"Escape Goat 2","Ian Stocker","Heavy Forest",4.4339623,1036,88.679246,92.58338445642697,3.9041384564269634
26911,"Dust: An Elysian Tail","HyperDuck SoundWorks","Vintage Sorrowing Meadows",4.4451613,1036,88.90322599999999,92.64473216880307,3.7415061688030846
27093,"The Legend of Zelda: A Link Between Worlds","Ryo Nagamatsu, Koji Kondo, Akito Nakatsuka","Hyrule Castle Battle Theme",4.8170733,1036,96.341466,92.61567272609861,3.725793273901388
26871,"Pokémon X/Y","Junichi Masuda, Shota Kageyama","Battle! (Champion)",4.459649,1036,89.19297999999999,92.65118982273741,3.458209822737416
27097,"The Legend of Zelda: A Link Between Worlds","Ryo Nagamatsu, Koji Kondo, Akito Nakatsuka","Lorule Theme",,1036,null,92.61244389913145,null
27157,"House set of \"Imperishable Night\"","Black Cat Lounge","Love-Colored Master Spark",,1036,null,92.60598624519713,null
27256,"To Far Away Times Chrono Trigger Chrono Cross Arrangement Album","Yasunori Mitsuda","Marbule",4.577273,1036,91.54545999999999,92.5898421103613,1.0443821103613118
"27320","Invalid song","Invalid song","Invalid song",,1036,null,92.57369797552549,null
27380,"Super Mario Land","Hirokazu Tanaka","Muda Kingdom",4.719403,1036,94.38806,92.55755384068968,1.8305061593103176
27433,"Epoch (missingNo.)","missingNo.","Corridors of Time",4.576923,1036,91.53846,92.5478673597882,1.0094073597881987
2773,"Final Fantasy VI Piano Collections","Nobuo Uematsu, Shiro SAGISU, Reiko Nomura","Kids Run Through The City Corner",4.6363635,1036,92.72727,92.52203674405088,0.20523325594912478
"27765","Invalid song","Invalid song","Invalid song",,1036,null,92.51880791708372,null
28062,"Pony Island","BKM","Diabolus ex Machina",2.7906976,1036,55.813952,92.48329082044494,36.669338820444935
28634,"Final Fantasy","Darangen","Find Your Way",3.0153847,1036,60.307694,92.40902780020018,32.10133380020018
29142,"Power Blade 2","Kinuyo Yamashita","Stage 02",3.6074073,1036,72.148146,92.34768008782409,20.19953408782409
2843,"Final Fantasy XI Online","Naoshi Mizuta","Second Ode: Distant Promises",3.6444445,1036,72.88889,92.45746020470763,19.568570204707626
28400,"Alisia Dragoon","Nobuyuki Aoshima, Mamoru Ishimoda, Yoko Sonoda, Mariko Sato","Stage 1-2",3.7567568,1036,75.13513599999999,92.46068903167479,17.3255530316748
28708,"ROCKMAN.EXE 15th ARRANGE BEST TRACK","Yoshino Aoki","farewell",3.7885714,1036,75.771428,92.39611249233154,16.62468449233154
28303,"Tribute Album 64","The Koopa Troop","“Surf Punks” (Conker’s Bad Fur Day)",3.807143,1036,76.14286,92.46391785864195,16.32105785864195
27799,"Motoi Sakuraba Band Arrangement Album / STAR OCEAN & VALKYRIE PROFILE","Motoi Sakuraba","For Achieve (STAR OCEAN)",3.84375,1036,76.875,92.5123502631494,15.6373502631494
28151,"Songs for the Recently Deceased","The OneUps","Someday My Vince Will Come [Final Fantasy VII]",3.8758621,1036,77.517242,92.4768331665106,14.959591166510606
29170,"Sonic the Hedgehog 2","NoTuX","Sky High",3.9157894,1036,78.315788,92.34445126085693,14.02866326085693
28613,"Mighty No. 9","Manami Matsumae","Mighty No. 9 Main Theme",3.9719298,1036,79.43859599999999,92.41548545413451,12.976889454134522
28609,"The Legend of Zelda: Tri Force Heroes","Ryo Nagamatsu","Woodlands (Normal)",4.0139537,1036,80.27907400000001,92.41871428110167,12.139640281101663
28666,"BRA★BRA FINAL FANTASY BRASS de BRAVO 2","Siena Wind Orchestra","Gold Saucer",4.0214286,1036,80.428572,92.3993413192987,11.970769319298697
27781,"Bayonetta 2","Hiroshi Yamaguchi, Betsie Larkin, Keeley Bumford","Theme Of Bayonetta 2 - Tomorrow Is Mine",4.035593,1036,80.71186,92.51557909011656,11.803719090116559
2848,"Final Fantasy Crystal Chronicles","Kumi Tanioka","Oh, Light...!",4.068085,1036,81.3617,92.44777372380614,11.086073723806138
29211,"Out There (Extended)","RushJet1","Asteroid Run",4.0636363,1036,81.27272599999999,92.32507829905396,11.052352299053965
27877,"Chaos Rings Ω","Noriyasu Agematsu","Not My Story",4.0790696,1036,81.58139200000001,92.49943495528075,10.91804295528074
28055,"Axiom Verge","Thomas Happ","Cellular Skies",4.084,1036,81.67999999999999,92.48974847437927,10.809748474379276
28061,"Axiom Verge","Thomas Happ","Without Place",4.1132073,1036,82.264146,92.4865196474121,10.222373647412098
28481,"Fire Emblem: Genealogy of the Holy War","Yuka Tsujiyoko","Chapter 3 (Eldigan the Lionheart)",4.116667,1036,82.33333999999999,92.44454489683898,10.111204896838984
28652,"KINGDOM HEARTS TRIBUTE ALBUM","fox capture plan","A Piece of Peace ~ Under the Sea ~ Traverse Town feat. fox capture plan",4.1190476,1036,82.38095200000001,92.40257014626586,10.021618146265851
29061,"Speeding Towards Adventures: 25 Years of Sonic the Hedgehog","jnWake","Chemical Fusion",4.12093,1036,82.41860000000001,92.35413774175842,9.93553774175841
2923,"Final Fantasy IV Celtic Moon","Nobuo Uematsu, Máire Breatnach","Dancing Calcobrena",4.128302,1036,82.56603999999999,92.3218494720868,9.75580947208681
29071,"Chrono Cross","RebeccaETripp","Another Marbule Homestead",4.131579,1036,82.63158000000001,92.35090891479125,9.719328914791234
27817,"Sonic the Hedgehog: Triple Trouble","Yayoi Wachi","Sunset Park Zone Train",4.175,1036,83.5,92.50912143618224,9.009121436182241
28536,"Super Mario RPG: Window to the Stars","djpretzel","The Usurper Queen",4.175,1036,83.5,92.43162958897034,8.931629588970338
28255,"Forest = ВИН!","Jogurt","Sunset Liftoff",4.2526317,1036,85.05263400000001,92.47360433954344,7.42097033954343
27864,"VA-11 HALL-A","Garoad","A New Frontier",4.2622952,1036,85.245904,92.50589260921507,7.259988609215071
27870,"VA-11 HALL-A","Garoad","Your Love is a Drug",,1036,null,92.50266378224791,null
28924,"Move or Die","Jacob Lincke","Gaelic Conclusion",4.188,1036,83.75999999999999,92.37351070356141,8.613510703561417
28513,"Etrian Odyssey I & II Live Super Arrange","Norihiko Hibino","Battle - Initial Strike [Normal Battle - First Part] / Battle - The First Campaign [Normal Battle - First Part]",4.227778,1036,84.55556,92.43808724290466,7.882527242904658
29185,"Sonic Runners","Tomoya Ohtani","Fly Away",4.2761903,1036,85.523806,92.32830712602112,6.804501126021123
28920,"Move or Die","Jacob Lincke","Joe Looks Concerned Again",4.306383,1036,86.12766,92.37673953052857,6.249079530528562
29171,"Kuru Kuru Kururin","Atsuhiro Motoyama","Grassland",4.3230767,1036,86.461534,92.34122243388977,5.879688433889768
28272,"Tribute Album 64","IceRequiem","“Zelda Medley” (The Legend of Zelda: Ocarina of Time)",4.364706,1036,87.29411999999999,92.46714668560911,5.173026685609116
28528,"Etrian Odyssey III Super Arrange Version","Yoshimi Kudo","Battlefield - The First Campaign",4.3803277,1036,87.60655399999999,92.4348584159375,4.8283044159375095
2893,"Final Fantasy Tactics A2","Hitoshi Sakimoto","At The Bar",4.3777776,1036,87.555552,92.37028187659423,4.814729876594228
27938,"Super Smash Bros. for 3DS / Wii U","Minae Fujii, Mari Yamaguchi, Yuko Takehara","Mega Man - Mega Man 2 Medley",4.820588,1036,96.41176,92.49620612831359,3.915553871686413
28563,"Super Mario RPG: Window to the Stars","zircon","Inside Smithy's Head",4.4269233,1036,88.538466,92.425171935036,3.886705935036005
28967,"Live From the Lair","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Yoshi's Island - Donut Lifts",4.43,1036,88.6,92.3638242226599,3.763824222659906
28820,"Crypt of the NecroDancer: The Synthwave Cuts","Sferro","Stone Cold (3-1 Cold Synthwave Remix)",4.4313726,1036,88.627452,92.38319718446289,3.7557451844628815
28975,"Askr","Super Marcato Bros., Karl Brueggemann, Will Brueggemann","Poseidon Boss Fight",4.4340425,1036,88.68085,92.36059539569274,3.679745395692734
29173,"Kuru Kuru Kururin","Atsuhiro Motoyama","Cave",4.44,1036,88.80000000000001,92.33799360692261,3.5379936069225977
28493,"Shantae: Half-Genie Hero","Jake Kaufman (virt)","Boss Battle",4.461111,1036,89.22222,92.44131606987182,3.2190960698718243
29177,"Sonic & All-Stars Racing Transformed","Richard Jacques","Ocean View [\"Sonic, You Can Do Anything\" from Sonic CD & \"Super Sonic Racing\" from Sonic R]",4.45679,1036,89.13579999999999,92.33476477995545,3.1989647799554604
29184,"Sonic Runners","Tomoya Ohtani","End of the Summer",4.4654546,1036,89.309092,92.33153595298828,3.0224439529882687
2811,"Final Fantasy VI","Nobuo Uematsu","Edgar & Mash",4.4827585,1036,89.65517,92.48006199347778,2.8248919934777774
28809,"Crypt of the NecroDancer: Freestyle Retro","Jake Kaufman (virt)","The Wight to Remain (4-3 Remix)",4.523288,1036,90.46576,92.38642601143005,1.9206660114300433
28450,"Nice.","Super Guitar Bros.","Mega Man III - Snake Man",4.542857,1036,90.85713999999999,92.45423137774047,1.5970913777404832
27944,"Super Smash Bros. for 3DS / Wii U","Asuka Hayazaki","Mother - Onett Theme / Winters Theme",4.595918,1036,91.91836,92.49297730134643,0.5746173013464215
28257,"Chrono Trigger","Emunator","Cataclysm",,1036,null,92.47037551257628,null
28471,"Castlevania: Aria of Sorrow","Michiru Yamane","Demon Castle Top Floor",,1036,null,92.45100255077331,null
28545,"Super Mario RPG: Window to the Stars","XPRTNovice","Lies My Snifits Told Me",,1036,null,92.42840076200316,null
28649,"BRA★BRA FINAL FANTASY BRASS de BRAVO","Siena Wind Orchestra","FF Main Theme",4.4933333,1036,89.866666,92.40579897323302,2.5391329732330234
2862,"Distant Worlds: Final Fantasy","Kanagawa Philharmonic Orchestra","Navigator's Glory (FFXIV)",4.5076923,1036,90.15384600000002,92.41225662716735,2.2584106271673363
2857,"Final Fantasy Crystal Chronicles","Kumi Tanioka,Yae","Sound of the Wind",4.6447554,1036,92.89510800000001,92.42194310806883,0.4731648919311766
28721,"Part Seven","The OneUps","From Mt. Itoi With Love [EarthBound]",,1036,null,92.39288366536438,null
28732,"KINGDOM HEARTS Orchestra -World Tour-","Yoko Shimomura","Fate of the Unknown",,1036,null,92.3896548383972,null
28858,"Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon","Shoji Meguro","Determination",,1036,null,92.37996835749573,null
28965,"Live From the Lair","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Bomberman '93 - Planet Quarry",,1036,null,92.36705304962707,null
2898,"Final Fantasy IV","Nobuo Uematsu","Red Wings",,1036,null,92.35736656872558,null
